Écoles/Instituts,Ville,Type d'établissement,Diplôme,Durée d'études,Conditions d'accès,Filières Bacs acceptées,Seuil,Filières d'études possibles,Seuil (2024),Seuil (2022),Seuil (2023),Type,Seuil (2020),Seuil (2019),Seuil (2021),Seuil (2017),Seuil (2013),Seuil (2018)
Instituts Supérieurs des Professions Infirmières et Techniques de Santé (ISPITS),Plusieurs villes (La répartition géographique s'applique),Institut public,"Diplôme d'État (Infirmier, Technicien de Santé)",3 ans,Baccalauréat de l'année en cours ou de l'année précédente + pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral. [cite: 103],"Sciences Expérimentales, Sciences Mathématiques, Sciences et Technologies, Sciences Économiques et Gestion, Lettres et Sciences Humaines (pour certaines spécialités comme Assistant Social) [cite: 103]",,Optométrie,,,,,,,,,,
Instituts Supérieurs des Professions Infirmières et Techniques de Santé (ISPITS),Plusieurs villes (La répartition géographique s'applique),Institut public,"Diplôme d'État (Infirmier, Technicien de Santé)",3 ans,Baccalauréat de l'année en cours ou de l'année précédente + pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral. [cite: 103],"Sciences Expérimentales, Sciences Mathématiques, Sciences et Technologies, Sciences Économiques et Gestion, Lettres et Sciences Humaines (pour certaines spécialités comme Assistant Social) [cite: 103]",,Installation d'Appareils de Remplacement d'Organes,,,,,,,,,,
Instituts Supérieurs des Professions Infirmières et Techniques de Santé (ISPITS),Plusieurs villes (La répartition géographique s'applique),Institut public,"Diplôme d'État (Infirmier, Technicien de Santé)",3 ans,Baccalauréat de l'année en cours ou de l'année précédente + pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral. [cite: 103],"Sciences Expérimentales, Sciences Mathématiques, Sciences et Technologies, Sciences Économiques et Gestion, Lettres et Sciences Humaines (pour certaines spécialités comme Assistant Social) [cite: 103]",,Rééducation Physique,,,,,,,,,,
Instituts Supérieurs des Professions Infirmières et Techniques de Santé (ISPITS),Plusieurs villes (La répartition géographique s'applique),Institut public,"Diplôme d'État (Infirmier, Technicien de Santé)",3 ans,Baccalauréat de l'année en cours ou de l'année précédente + pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral. [cite: 103],"Sciences Expérimentales, Sciences Mathématiques, Sciences et Technologies, Sciences Économiques et Gestion, Lettres et Sciences Humaines (pour certaines spécialités comme Assistant Social) [cite: 103]",,Orthophonie,,,,,,,,,,
Instituts Supérieurs des Professions Infirmières et Techniques de Santé (ISPITS),Plusieurs villes (La répartition géographique s'applique),Institut public,"Diplôme d'État (Infirmier, Technicien de Santé)",3 ans,Baccalauréat de l'année en cours ou de l'année précédente + pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral. [cite: 103],"Sciences Expérimentales, Sciences Mathématiques, Sciences et Technologies, Sciences Économiques et Gestion, Lettres et Sciences Humaines (pour certaines spécialités comme Assistant Social) [cite: 103]",,Psychomotricité,,,,,,,,,,
Instituts Supérieurs des Professions Infirmières et Techniques de Santé (ISPITS),Plusieurs villes (La répartition géographique s'applique),Institut public,"Diplôme d'État (Infirmier, Technicien de Santé)",3 ans,Baccalauréat de l'année en cours ou de l'année précédente + pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral. [cite: 103],"Sciences Expérimentales, Sciences Mathématiques, Sciences et Technologies, Sciences Économiques et Gestion, Lettres et Sciences Humaines (pour certaines spécialités comme Assistant Social) [cite: 103]",,Ergothérapie,,,,,,,,,,
Instituts Supérieurs des Professions Infirmières et Techniques de Santé (ISPITS),Plusieurs villes (La répartition géographique s'applique),Institut public,"Diplôme d'État (Infirmier, Technicien de Santé)",3 ans,Baccalauréat de l'année en cours ou de l'année précédente + pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral. [cite: 103],"Sciences Expérimentales, Sciences Mathématiques, Sciences et Technologies, Sciences Économiques et Gestion, Lettres et Sciences Humaines (pour certaines spécialités comme Assistant Social) [cite: 103]",,Sage-femme,,,,,,,,,,
Instituts Supérieurs des Professions Infirmières et Techniques de Santé (ISPITS),Plusieurs villes (La répartition géographique s'applique),Institut public,"Diplôme d'État (Infirmier, Technicien de Santé)",3 ans,Baccalauréat de l'année en cours ou de l'année précédente + pré-sélection (75% Bac National + 25% Bac Régional) + examen écrit + examen oral. [cite: 103],"Sciences Expérimentales, Sciences Mathématiques, Sciences et Technologies, Sciences Économiques et Gestion, Lettres et Sciences Humaines (pour certaines spécialités comme Assistant Social) [cite: 103]",,Assistant Social,,,,,,,,,,
ENCG Agadir,Agadir,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Commerce International,,,,,,,,,,
ENCG Agadir,Agadir,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Marketing et Action Commerciale,,,,,,,,,,
ENCG Agadir,Agadir,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Audit et Contrôle de Gestion,,,,,,,,,,
ENCG Agadir,Agadir,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion Financière et Comptable,,,,,,,,,,
ENCG Agadir,Agadir,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion des Ressources Humaines,,,,,,,,,,
ENCG Agadir,Agadir,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion Logistique,,,,,,,,,,
ENCG Casablanca,Casablanca,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Commerce International,,,,,,,,,,
ENCG Casablanca,Casablanca,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Marketing et Action Commerciale,,,,,,,,,,
ENCG Casablanca,Casablanca,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Audit et Contrôle de Gestion,,,,,,,,,,
ENCG Casablanca,Casablanca,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion Financière et Comptable,,,,,,,,,,
ENCG Casablanca,Casablanca,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion des Ressources Humaines,,,,,,,,,,
ENCG Casablanca,Casablanca,École publique,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion Logistique,,,,,,,,,,
ENCG Fès,Fès,,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Commerce International,,,,École publique,,,,,,
ENCG Fès,Fès,,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Marketing et Action Commerciale,,,,École publique,,,,,,
ENCG Fès,Fès,,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Audit et Contrôle de Gestion,,,,École publique,,,,,,
ENCG Fès,Fès,,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion Financière et Comptable,,,,École publique,,,,,,
ENCG Fès,Fès,,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion des Ressources Humaines,,,,École publique,,,,,,
ENCG Fès,Fès,,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Gestion Logistique,,,,École publique,,,,,,
ENCG Kénitra,Kénitra,,Diplôme des Écoles Nationales de Commerce et de Gestion,5 ans,"Pré-sélection sur étude de dossier (Note du Bac) + Concours écrit (T.A.F.E.M). Pré-sélection basée sur 75% Bac National + 25% Bac Régional. [cite: 7, 54]","Sciences Économiques, Sciences de Gestion Comptable, Sciences Mathématiques (A/B), Sciences Physiques et Chimiques, Sciences de la Vie et de la Terre, Bac Professionnel (Commerce, Comptabilité, Logistique) [cite: 54]",,Commerce International,,,,École publique,,,,,,
